,MAE,RMSE,MAPE,R,Type,Time
TNTS-SAN-F2W_RLAP_PURE.h5,0.476±0.057,1.637±0.903,0.712±0.09,0.99746,Window,2024-11-20 15:36:01
TNTS-SAN-F2W_RLAP_PURE.h5,0.267±0.083,0.689±0.558,0.398±0.146,0.99958,Whole,2024-11-20 15:36:01
TNTS-SAN-F2W_RLAP_UBFC.h5,1.227±0.088,2.35±1.069,1.275±0.098,0.99038,Window,2024-11-20 15:36:06
TNTS-SAN-F2W_RLAP_UBFC.h5,0.553±0.094,0.821±0.486,0.564±0.099,0.99893,Whole,2024-11-20 15:36:06
TNTS-SAN-F2W_RLAP_MMPD.h5,10.512±0.181,18.621±3.105,12.385±0.217,0.45725,Window,2024-11-20 19:44:50
TNTS-SAN-F2W_RLAP_MMPD.h5,6.509±0.324,10.548±3.319,7.561±0.365,0.73029,Whole,2024-11-20 19:44:50
TNTS-SAN-F2W_RLAP_COHFACE.h5,3.314±0.199,9.133±2.928,4.422±0.251,0.72153,Window,2024-11-20 19:45:02
TNTS-SAN-F2W_RLAP_COHFACE.h5,2.477±0.407,5.774±3.541,3.247±0.48,0.8757,Whole,2024-11-20 19:45:02
TNTS-SAN-F2W_RLAP_PURE.h5,0.416±0.048,1.401±0.828,0.636±0.081,0.99814,Window,2024-11-20 19:45:07
TNTS-SAN-F2W_RLAP_PURE.h5,0.221±0.067,0.562±0.46,0.339±0.12,0.99973,Whole,2024-11-20 19:45:07
TNTS-SAN-F2W_RLAP_UBFC.h5,1.192±0.086,2.29±1.066,1.224±0.094,0.99089,Window,2024-11-20 19:45:11
TNTS-SAN-F2W_RLAP_UBFC.h5,0.476±0.082,0.715±0.441,0.467±0.073,0.9992,Whole,2024-11-20 19:45:11
TNTS-SAN-F2W_RLAP_MMPD.h5,10.48±0.182,18.651±3.105,12.39±0.22,0.46011,Window,2024-11-20 20:37:13
TNTS-SAN-F2W_RLAP_MMPD.h5,6.433±0.326,10.536±3.322,7.511±0.375,0.73097,Whole,2024-11-20 20:37:13
TNTS-SAN-F2W_RLAP_COHFACE.h5,3.042±0.186,8.521±2.8,4.101±0.238,0.75374,Window,2024-11-20 20:37:24
TNTS-SAN-F2W_RLAP_COHFACE.h5,2.197±0.34,4.877±2.765,2.925±0.415,0.91006,Whole,2024-11-20 20:37:24
TNTS-SAN-F2W_RLAP_PURE.h5,0.433±0.053,1.515±0.858,0.651±0.085,0.99783,Window,2024-11-20 20:37:30
TNTS-SAN-F2W_RLAP_PURE.h5,0.254±0.078,0.65±0.55,0.386±0.141,0.99963,Whole,2024-11-20 20:37:30
TNTS-SAN-F2W_RLAP_UBFC.h5,1.178±0.083,2.24±1.049,1.207±0.09,0.99125,Window,2024-11-20 20:37:34
TNTS-SAN-F2W_RLAP_UBFC.h5,0.5±0.084,0.737±0.438,0.504±0.081,0.99911,Whole,2024-11-20 20:37:34
TNTS-SAN-F2W_RLAP_MMPD.h5,10.763±0.186,19.091±3.158,13.037±0.238,0.45714,Window,2024-11-20 21:18:11
TNTS-SAN-F2W_RLAP_MMPD.h5,6.622±0.33,10.737±3.317,8.117±0.434,0.71508,Whole,2024-11-20 21:18:11
TNTS-SAN-F2W_RLAP_COHFACE.h5,2.847±0.178,8.124±2.76,3.947±0.249,0.77471,Window,2024-11-20 21:18:23
TNTS-SAN-F2W_RLAP_COHFACE.h5,2.086±0.359,5.045±3.118,2.846±0.469,0.90058,Whole,2024-11-20 21:18:23
TNTS-SAN-F2W_RLAP_PURE.h5,0.437±0.052,1.488±0.848,0.658±0.081,0.9979,Window,2024-11-20 21:18:29
TNTS-SAN-F2W_RLAP_PURE.h5,0.237±0.068,0.573±0.445,0.352±0.117,0.99971,Whole,2024-11-20 21:18:29
TNTS-SAN-F2W_RLAP_UBFC.h5,1.204±0.089,2.364±1.092,1.235±0.096,0.99026,Window,2024-11-20 21:18:33
TNTS-SAN-F2W_RLAP_UBFC.h5,0.454±0.079,0.684±0.417,0.447±0.071,0.99925,Whole,2024-11-20 21:18:33
TNTS-SAN-F2W_RLAP_MMPD.h5,10.635±0.184,18.894±3.149,12.606±0.223,0.4422,Window,2024-11-20 21:33:33
TNTS-SAN-F2W_RLAP_MMPD.h5,6.699±0.344,11.073±3.531,7.87±0.401,0.69739,Whole,2024-11-20 21:33:33
TNTS-SAN-F2W_RLAP_COHFACE.h5,2.793±0.171,7.829±2.625,3.779±0.217,0.79008,Window,2024-11-20 21:33:45
TNTS-SAN-F2W_RLAP_COHFACE.h5,2.013±0.328,4.657±2.83,2.676±0.405,0.91871,Whole,2024-11-20 21:33:45
TNTS-SAN-F2W_RLAP_PURE.h5,0.449±0.053,1.539±0.886,0.683±0.087,0.99776,Window,2024-11-20 21:33:50
TNTS-SAN-F2W_RLAP_PURE.h5,0.244±0.082,0.673±0.563,0.367±0.146,0.9996,Whole,2024-11-20 21:33:50
TNTS-SAN-F2W_RLAP_UBFC.h5,1.209±0.089,2.365±1.104,1.238±0.095,0.99029,Window,2024-11-20 21:33:54
TNTS-SAN-F2W_RLAP_UBFC.h5,0.48±0.082,0.716±0.435,0.474±0.074,0.99922,Whole,2024-11-20 21:33:54
